,created_at,member_id,text,textLength,source,user,verified,screen_name,verified_type,user_description,longText,bid
2,2020-03-01 23:15:11,4478048000469140,【日本 Apple 全新 MacBook 广告集结著名动画场景】早前 Apple 日本推出全新广告宣布片，以 MacBook 为主题作宣传，影片当中是集结多部日本动画中曾出现过 MacBook 或是其他 Apple 产品的场景吗，包括《未来のミライ》、《天気の子》、《君の名は。》、《ケロロ军曹》及《すべてがFになる》等。#HB科技 ... 全文,302,微博 weibo.com,"{'id': 2067301197, 'screen_name': 'HYPEBEAST時尚生活雜誌', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1024.1024.180/7b38834dly8frufxj2gt3j20sg0sgq45.jpg?KID=imgbed,tva&Expires=1583146269&ssig=vTj%2F6QCXnG', 'profile_url': 'https://m.weibo.cn/u/2067301197?uid=2067301197&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 68857, 'verified': True, 'verified_type': 3, 'verified_type_ext': 0, 'verified_reason': 'HYPEBEAST  国际中文版', 'close_blue_v': False, 'description': 'HYPEBEAST 官方微博。 微信: hypebeastchina， 网站：http://hypebeast.cn/', 'gender': 'm', 'mbtype': 2, 'urank': 48, 'mbrank': 5, 'follow_me': False, 'following': False, 'followers_count': 2504705, 'follow_count': 371, 'cover_image_phone': 'https://wx4.sinaimg.cn/crop.0.0.640.640.640/7b38834dly1g6f239yr26j20u00u044s.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/7b38834dly8frufxj2gt3j20sg0sgq45.jpg', 'like': False, 'like_me': False, 'badge': {'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'user_name_certificate': 1, 'wusi_2019': 1}}",True,HYPEBEAST時尚生活雜誌,3,HYPEBEAST 官方微博。 微信: hypebeastchina， 网站：http://hypebeast.cn/,【日本 Apple 全新 MacBook 广告集结著名动画场景】早前 Apple 日本推出全新广告宣布片，以 MacBook 为主题作宣传，影片当中是集结多部日本动画中曾出现过 MacBook 或是其他 Apple 产品的场景吗，包括《未来のミライ》、《天気の子》、《君の名は。》、《ケロロ军曹》及《すべてがFになる》等。#HB科技# http://t.cn/A67aQ0AI,IwKnS1Y2M
3,2020-03-01 23:46:11,4478055726968389,《最新iPad要来了！2020iPad传闻：发行日期和规格，您想要吗？》尽管在iPad方面，2019年是相对安静的一年，但Apple确实发布了新尺寸：10.2英寸。 网页链接,167,iPhone客户端,"{'id': 6331454389, 'screen_name': '用户6331454389', 'profile_image_url': 'https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif?KID=imgbed,tva&Expires=1583146269&ssig=JiRvlCg4ic', 'profile_url': 'https://m.weibo.cn/u/6331454389?uid=6331454389&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 449, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '', 'gender': 'm', 'mbtype': 0, 'urank': 9, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 2669, 'follow_count': 78, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://ss1.sinaimg.cn/orj480/default_avatar_male_180&690', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'super_star_2018': 1, 'worldcup_2018': 34, 'dailv_2018': 1, 'qixi_2018': 1, 'lol_s8': 1, 'hongbaofei_2019': 1, 'womensday_2018': 1, 'suishoupai_2019': 1, 'earth_2019': 1, 'hongrenjie_2019': 1, 'dailv_2019': 1, 'china_2019': 1, 'taohuayuan_2019': 1, 'dzwbqlx_2019': 1, 'rrgyj_2019': 1, 'cishan_2019': 1, 'family_2019': 1, 'shouhuan_2019': 1, 'starlight_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}",False,用户6331454389,-1,,,IwKAkteNn
4,2020-03-01 23:31:11,4478051976514096,【 CM 】：Apple Japan《Macの向こうから — まだこの世界にない物語を》 【出演】：《未來的未來》《你的名字》《天氣之子》《前進吧！登山少女》《Keroro軍曹》等片中角色 Thomas0919的微博视频,183,微博视频,"{'id': 1707326784, 'screen_name': 'Thomas0919', 'profile_image_url': 'https://tva4.sinaimg.cn/crop.0.0.180.180.180/65c3bd40jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1583146269&ssig=b%2Fs1FyiULK', 'profile_url': 'https://m.weibo.cn/u/1707326784?uid=1707326784&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 26586, 'verified': True, 'verified_type': 0, 'verified_type_ext': 1, 'verified_reason': '知名电影博主 头条文章作者 微博签约自媒体', 'close_blue_v': False, 'description': '日劇日影愛好者 劇評不定時分享 不蹭熱度不諂媚的消息分享黨 以及松井珠理奈推 machan本命 臺大電機系在讀博士', 'gender': 'm', 'mbtype': 11, 'urank': 48, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 5125231, 'follow_count': 487, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww4.sinaimg.cn/orj480/65c3bd40jw1e8qgp5bmzyj2050050aa8.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'dailv': 1, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'user_name_certificate': 1, 'hongrenjie_2019': 1, 'dzwbqlx_2019': 1, 'hongbao_2020': 2}}",True,Thomas0919,0,日劇日影愛好者 劇評不定時分享 不蹭熱度不諂媚的消息分享黨 以及松井珠理奈推 machan本命 臺大電機系在讀博士,,IwKuhrkC4
5,2020-03-01 23:44:11,4478055127160391,断舍离： 删了一堆很少用的app QQ换成了Tim 音乐类只留了Apple Music 老了 越来越不喜欢花里胡哨,90,iPhone X,"{'id': 6643255721, 'screen_name': '肉松一', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/007fAqhPly8gbwknnev40j30u00u040r.jpg?KID=imgbed,tva&Expires=1583146269&ssig=3U19esNEGi', 'profile_url': 'https://m.weibo.cn/u/6643255721?uid=6643255721&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 991, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '你要静候再静候|利物浦KOP❤️', 'gender': 'f', 'mbtype': 11, 'urank': 20, 'mbrank': 2, 'follow_me': False, 'following': False, 'followers_count': 231, 'follow_count': 285, 'cover_image_phone': 'https://wx3.sinaimg.cn/crop.0.0.640.640.640/007fAqhPgy1gc8i1u08kfj30v90v9tcj.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/007fAqhPly8gbwknnev40j30u00u040r.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'panda': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'wbzy_2018': 1, 'womensday_2018': 1, 'suishoupai_2019': 6, 'hongrenjie_2019': 1, 'china_2019': 1, 'taohuayuan_2019': 1, 'dzwbqlx_2019': 3, 'family_2019': 1, 'hongbao_2020': 1, 'feiyan_2020': 1}}",False,肉松一,-1,你要静候再静候|利物浦KOP❤️,,IwKzmu2Kb
6,2020-03-01 23:44:11,4478055102215913,#插画# 插画头像30天打卡☑️No.25 绘画工具 | iPad Pro + Apple pencil 绘画软件 | procreate 画的一对小情侣～ 女生从人大去美国UD交换的时候认识的 还有两只可爱的小猫咪！ *约稿禁止私用 绿洲,200,绿洲APP,"{'id': 1921979282, 'screen_name': 'axianger-', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/728f1392ly8gcejr1l179j20u00u0tcu.jpg?KID=imgbed,tva&Expires=1583146269&ssig=Zb08mj74px', 'profile_url': 'https://m.weibo.cn/u/1921979282?uid=1921979282&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 341, 'verified': False, 'verified_type': 220, 'close_blue_v': False, 'description': '话不投机半句多', 'gender': 'f', 'mbtype': 0, 'urank': 28, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 1790, 'follow_count': 658, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/728f1392ly8gcejr1l179j20u00u0tcu.jpg', 'like': False, 'like_me': False, 'badge': {'anniversary': 1, 'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'hongbao_2020': 2}}",False,axianger-,220,话不投机半句多,,IwKzk9isx
7,2020-03-01 23:43:11,4478055030510805,#Apple Watch 奖章# 3月加油,35,诺基亚吊打iPhone XS Max,"{'id': 5242440798, 'screen_name': 'why-lyfe', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.2.0.507.507.180/005IMKkKly8fjdpzjswzyj30e80e3jrj.jpg?KID=imgbed,tva&Expires=1583146269&ssig=z5Wv8IpX%2BM', 'profile_url': 'https://m.weibo.cn/u/5242440798?uid=5242440798&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 417, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '如果痛苦也有出生日期，应该就是那天', 'gender': 'f', 'mbtype': 12, 'urank': 35, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 265, 'follow_count': 752, 'cover_image_phone': 'https://wx4.sinaimg.cn/crop.0.0.640.640.640/005IMKkKly1fvlh735ja6j30yi0yi41b.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/005IMKkKly8fjdpzjswzyj30e80e3jrj.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'panda': 1, 'user_name_certificate': 1, 'suishoupai_2018': 5, 'wenchuan_10th': 1, 'super_star_2018': 1, 'worldcup_2018': 34, 'dailv_2018': 6, 'qixi_2018': 1, 'national_day_2018': 1, 'double11_2018': 1, 'hongbaofei_2019': 1, 'status_visible': 1, 'china_2019': 1, 'hongkong_2019': 1, 'hongbao_2020': 2}}",False,why-lyfe,-1,如果痛苦也有出生日期，应该就是那天,,IwKzd28SN
8,2020-03-01 23:41:11,4478054481218205,Apple Pencil绝对是买前爱奇艺，买后生产力的好东西,48,See微博客户端,"{'id': 1940082393, 'screen_name': '吔肠梦多', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.400.400.180/73a34ed9ly8gb7bt1gsnzj20b40b4gma.jpg?KID=imgbed,tva&Expires=1583146269&ssig=A3utVPzFAj', 'profile_url': 'https://m.weibo.cn/u/1940082393?uid=1940082393&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 883, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '唱，跳，rap，篮球', 'gender': 'm', 'mbtype': 0, 'urank': 29, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 72, 'follow_count': 460, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/73a34ed9gy1fkiafotsb2j20w00w0nec.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/73a34ed9ly8gb7bt1gsnzj20b40b4gma.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'double11_2018': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'hongbao_2020': 2}}",False,吔肠梦多,-1,唱，跳，rap，篮球,,IwKyk56Ut
9,2020-03-01 23:32:11,4478052194678289,这是被墙了，还是我账号有问题，直接apple的登陆不了 下了一堆不知道是Adobe家的啥东西 Photoshop 这是要翻下么还是买那个订阅去,142,iPad Pro,"{'id': 5379656209, 'screen_name': '练字新手打卡中', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1002.1002.180/005S4ukxly8g9fu3gwcehj30ru0rudgy.jpg?KID=imgbed,tva&Expires=1583146269&ssig=9KRF4qb5vy', 'profile_url': 'https://m.weibo.cn/u/5379656209?uid=5379656209&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 14332, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '每天进步一点就好=_=', 'gender': 'f', 'mbtype': 12, 'urank': 27, 'mbrank': 5, 'follow_me': False, 'following': False, 'followers_count': 257, 'follow_count': 713, 'cover_image_phone': 'https://wx3.sinaimg.cn/crop.0.0.640.640.640/006QvdOTly1g4b3n08tfrj30e80e8gmj.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/005S4ukxly8g9fu3gwcehj30ru0rudgy.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'dailv_2018': 1, 'asiad_2018': 1, 'yiqijuan_2018': 1, 'lol_s8': 1, 'national_day_2018': 1, 'double11_2018': 1, 'wbzy_2018': 1, 'memorial_2018': 1, 'hongbaofei_2019': 1, 'avengers_2019': 1, 'suishoupai_2019': 1, 'wusi_2019': 1, 'earth_2019': 1, 'hongrenjie_2019': 1, 'china_2019': 1, 'hongkong_2019': 1, 'dzwbqlx_2019': 1, 'rrgyj_2019': 1, 'weishi_2019': 1, 'shuang11_2019': 1, 'wbzy_2019': 1, 'starlight_2019': 1, 'gongjiri_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1, 'kangyi_2020': 1}}",False,练字新手打卡中,-1,每天进步一点就好=_=,,IwKuDjD2h
,created_at,member_id,text,textLength,source,user,verified,screen_name,verified_type,user_description,longText,bid
0,2020-03-01 21:51:45,4478024323998938,【来看看动画中的“水果电脑”】Apple Japan于近日公开了一支全新的广告，其中Apple官方汇总了一些动画桥段，这些桥段的共同点就是画面中都出现了一台MacBook（或者说看上去像MacBook）电脑。虽然有的时候电脑上的logo并非是一个“苹果”图案，但这并不影响我们把它看作是MacBook，详情： ... 全文,308,微博 weibo.com,"{'id': 1998412373, 'screen_name': '机核网', 'profile_image_url': 'https://tva1.sinaimg.cn/crop.0.0.179.179.180/771d5a55gw1emwpljaw12j2050050t8o.jpg?KID=imgbed,tva&Expires=1583146304&ssig=fDS3ECYzL6', 'profile_url': 'https://m.weibo.cn/u/1998412373?uid=1998412373&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 29679, 'verified': True, 'verified_type': 2, 'verified_type_ext': 50, 'verified_reason': '不止是游戏！机核网官方微博：www.gcores.com', 'close_blue_v': False, 'description': '不止是游戏', 'gender': 'm', 'mbtype': 12, 'urank': 48, 'mbrank': 7, 'follow_me': False, 'following': False, 'followers_count': 766534, 'follow_count': 1129, 'cover_image_phone': 'https://tva4.sinaimg.cn/crop.0.0.0.0/771d5a55jw1ejqetvyxqcj20l00l0tbm.jpg', 'avatar_hd': 'https://ww1.sinaimg.cn/orj480/771d5a55gw1emwpljaw12j2050050t8o.jpg', 'like': False, 'like_me': False, 'badge': {'anniversary': 1, 'bind_taobao': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'qixi_2018': 1, 'lol_s8': 1, 'relation_display': 1, 'hongbaofei_2019': 1, 'china_2019': 1, 'feiyan_2020': 1}}",True,机核网,2,不止是游戏,【来看看动画中的“水果电脑”】Apple Japan于近日公开了一支全新的广告，其中Apple官方汇总了一些动画桥段，这些桥段的共同点就是画面中都出现了一台MacBook（或者说看上去像MacBook）电脑。虽然有的时候电脑上的logo并非是一个“苹果”图案，但这并不影响我们把它看作是MacBook，详情：http://t.cn/A67axys3 http://t.cn/A67axysB,IwJLGgMj0
1,2020-03-01 02:51:45,4477738171840551,想找星空图但是没找到称心的？ 那就自己画吧~ 用Procreate可以三秒做一张！ 【工具】iPad + Procreate + apple pencil 【方法】在Procreate里新建一个画布，调整背景颜色，一般星空就是深蓝紫色，然后选择「亮度」-「星空」画笔，挑一个画笔颜色（你希望的星星颜色），最后随便画几笔就可以了 ——— ... 全文,359,ppt365超话,"{'id': 1774015623, 'screen_name': '嘉文钱', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.34.24.538.538.180/69bd5487ly8g9ms31xpbvj20gk0gkdga.jpg?KID=imgbed,tva&Expires=1583146304&ssig=Oxc47a2n%2BI', 'profile_url': 'https://m.weibo.cn/u/1774015623?uid=1774015623&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 1956, 'verified': True, 'verified_type': 0, 'verified_type_ext': 0, 'verified_reason': '设计美学博主 ppt365超话主持人', 'close_blue_v': False, 'description': 'PPT设计师，平面设计师，业余插画师，可以接稿', 'gender': 'm', 'mbtype': 12, 'urank': 47, 'mbrank': 7, 'follow_me': False, 'following': False, 'followers_count': 93823, 'follow_count': 681, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/69bd5487ly8g9ms31xpbvj20gk0gkdga.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'video_attention': 1, 'user_name_certificate': 1, 'weibo_display_fans': 1, 'relation_display': 1, 'suishoupai_2019': 6, 'hongrenjie_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}",True,嘉文钱,0,PPT设计师，平面设计师，业余插画师，可以接稿,"想找星空图但是没找到称心的？
那就自己画吧~
用Procreate可以三秒做一张！

【工具】iPad + Procreate + apple pencil
【方法】在Procreate里新建一个画布，调整背景颜色，一般星空就是深蓝紫色，然后选择「亮度」-「星空」画笔，挑一个画笔颜色（你希望的星星颜色），最后随便画几笔就可以了

——————

我真的没有骗你们去买iPad
Procreate 68块真的超值

#ppt365[超话]##PPT365#",IwCk97IOj
2,2020-03-01 23:15:45,4478048000469140,【日本 Apple 全新 MacBook 广告集结著名动画场景】早前 Apple 日本推出全新广告宣布片，以 MacBook 为主题作宣传，影片当中是集结多部日本动画中曾出现过 MacBook 或是其他 Apple 产品的场景吗，包括《未来のミライ》、《天気の子》、《君の名は。》、《ケロロ军曹》及《すべてがFになる》等。#HB科技 ... 全文,302,微博 weibo.com,"{'id': 2067301197, 'screen_name': 'HYPEBEAST時尚生活雜誌', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1024.1024.180/7b38834dly8frufxj2gt3j20sg0sgq45.jpg?KID=imgbed,tva&Expires=1583146304&ssig=wKooCkpZ7U', 'profile_url': 'https://m.weibo.cn/u/2067301197?uid=2067301197&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 68857, 'verified': True, 'verified_type': 3, 'verified_type_ext': 0, 'verified_reason': 'HYPEBEAST  国际中文版', 'close_blue_v': False, 'description': 'HYPEBEAST 官方微博。 微信: hypebeastchina， 网站：http://hypebeast.cn/', 'gender': 'm', 'mbtype': 2, 'urank': 48, 'mbrank': 5, 'follow_me': False, 'following': False, 'followers_count': 2504706, 'follow_count': 371, 'cover_image_phone': 'https://wx4.sinaimg.cn/crop.0.0.640.640.640/7b38834dly1g6f239yr26j20u00u044s.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/7b38834dly8frufxj2gt3j20sg0sgq45.jpg', 'like': False, 'like_me': False, 'badge': {'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'user_name_certificate': 1, 'wusi_2019': 1}}",True,HYPEBEAST時尚生活雜誌,3,HYPEBEAST 官方微博。 微信: hypebeastchina， 网站：http://hypebeast.cn/,【日本 Apple 全新 MacBook 广告集结著名动画场景】早前 Apple 日本推出全新广告宣布片，以 MacBook 为主题作宣传，影片当中是集结多部日本动画中曾出现过 MacBook 或是其他 Apple 产品的场景吗，包括《未来のミライ》、《天気の子》、《君の名は。》、《ケロロ军曹》及《すべてがFになる》等。#HB科技# http://t.cn/A67aQ0AI,IwKnS1Y2M
3,2020-03-01 23:46:45,4478055726968389,《最新iPad要来了！2020iPad传闻：发行日期和规格，您想要吗？》尽管在iPad方面，2019年是相对安静的一年，但Apple确实发布了新尺寸：10.2英寸。 网页链接,167,iPhone客户端,"{'id': 6331454389, 'screen_name': '用户6331454389', 'profile_image_url': 'https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif?KID=imgbed,tva&Expires=1583146304&ssig=V7bna0sNvP', 'profile_url': 'https://m.weibo.cn/u/6331454389?uid=6331454389&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 449, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '', 'gender': 'm', 'mbtype': 0, 'urank': 9, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 2669, 'follow_count': 78, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://ss1.sinaimg.cn/orj480/default_avatar_male_180&690', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'super_star_2018': 1, 'worldcup_2018': 34, 'dailv_2018': 1, 'qixi_2018': 1, 'lol_s8': 1, 'hongbaofei_2019': 1, 'womensday_2018': 1, 'suishoupai_2019': 1, 'earth_2019': 1, 'hongrenjie_2019': 1, 'dailv_2019': 1, 'china_2019': 1, 'taohuayuan_2019': 1, 'dzwbqlx_2019': 1, 'rrgyj_2019': 1, 'cishan_2019': 1, 'family_2019': 1, 'shouhuan_2019': 1, 'starlight_2019': 1, 'hongbao_2020': 2, 'feiyan_2020': 1}}",False,用户6331454389,-1,,,IwKAkteNn
4,2020-03-01 23:31:45,4478051976514096,【 CM 】：Apple Japan《Macの向こうから — まだこの世界にない物語を》 【出演】：《未來的未來》《你的名字》《天氣之子》《前進吧！登山少女》《Keroro軍曹》等片中角色 Thomas0919的微博视频,183,微博视频,"{'id': 1707326784, 'screen_name': 'Thomas0919', 'profile_image_url': 'https://tva4.sinaimg.cn/crop.0.0.180.180.180/65c3bd40jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1583146304&ssig=OExYa61YBr', 'profile_url': 'https://m.weibo.cn/u/1707326784?uid=1707326784&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 26586, 'verified': True, 'verified_type': 0, 'verified_type_ext': 1, 'verified_reason': '知名电影博主 头条文章作者 微博签约自媒体', 'close_blue_v': False, 'description': '日劇日影愛好者 劇評不定時分享 不蹭熱度不諂媚的消息分享黨 以及松井珠理奈推 machan本命 臺大電機系在讀博士', 'gender': 'm', 'mbtype': 11, 'urank': 48, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 5125231, 'follow_count': 487, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww4.sinaimg.cn/orj480/65c3bd40jw1e8qgp5bmzyj2050050aa8.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'dailv': 1, 'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'user_name_certificate': 1, 'hongrenjie_2019': 1, 'dzwbqlx_2019': 1, 'hongbao_2020': 2}}",True,Thomas0919,0,日劇日影愛好者 劇評不定時分享 不蹭熱度不諂媚的消息分享黨 以及松井珠理奈推 machan本命 臺大電機系在讀博士,,IwKuhrkC4
5,2020-03-01 23:43:45,4478055127160391,断舍离： 删了一堆很少用的app QQ换成了Tim 音乐类只留了Apple Music 老了 越来越不喜欢花里胡哨,90,iPhone X,"{'id': 6643255721, 'screen_name': '肉松一', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/007fAqhPly8gbwknnev40j30u00u040r.jpg?KID=imgbed,tva&Expires=1583146304&ssig=CG7WfAgXMJ', 'profile_url': 'https://m.weibo.cn/u/6643255721?uid=6643255721&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 991, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '你要静候再静候|利物浦KOP❤️', 'gender': 'f', 'mbtype': 11, 'urank': 20, 'mbrank': 2, 'follow_me': False, 'following': False, 'followers_count': 231, 'follow_count': 284, 'cover_image_phone': 'https://wx3.sinaimg.cn/crop.0.0.640.640.640/007fAqhPgy1gc8i1u08kfj30v90v9tcj.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/007fAqhPly8gbwknnev40j30u00u040r.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'panda': 1, 'user_name_certificate': 1, 'wenda_v2': 1, 'wbzy_2018': 1, 'womensday_2018': 1, 'suishoupai_2019': 6, 'hongrenjie_2019': 1, 'china_2019': 1, 'taohuayuan_2019': 1, 'dzwbqlx_2019': 3, 'family_2019': 1, 'hongbao_2020': 1, 'feiyan_2020': 1}}",False,肉松一,-1,你要静候再静候|利物浦KOP❤️,,IwKzmu2Kb
6,2020-03-01 23:43:45,4478055102215913,#插画# 插画头像30天打卡☑️No.25 绘画工具 | iPad Pro + Apple pencil 绘画软件 | procreate 画的一对小情侣～ 女生从人大去美国UD交换的时候认识的 还有两只可爱的小猫咪！ *约稿禁止私用 绿洲,200,绿洲APP,"{'id': 1921979282, 'screen_name': 'axianger-', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/728f1392ly8gcejr1l179j20u00u0tcu.jpg?KID=imgbed,tva&Expires=1583146304&ssig=PqI2k40gmo', 'profile_url': 'https://m.weibo.cn/u/1921979282?uid=1921979282&luicode=10000011&lfid=100103type%3D1%26q%3DApple', 'statuses_count': 341, 'verified': False, 'verified_type': 220, 'close_blue_v': False, 'description': '话不投机半句多', 'gender': 'f', 'mbtype': 0, 'urank': 28, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 1790, 'follow_count': 658, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/728f1392ly8gcejr1l179j20u00u0tcu.jpg', 'like': False, 'like_me': False, 'badge': {'anniversary': 1, 'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'hongbao_2020': 2}}",False,axianger-,220,话不投机半句多,,IwKzk9isx
